_id,competitor
62702ad31e89404ee7ae6203,62005d487222c33359c8f980
62702ad31e89404ee7ae6205,62005d487222c33359c8f980
62702ad81e89404ee7ae6210,62005d4f7222c33359c8fd37
62702ad81e89404ee7ae6211,62005d4f7222c33359c8fd37
62702ad81e89404ee7ae6212,62005d4f7222c33359c8fd37
62702ad81e89404ee7ae6213,62005d4f7222c33359c8fd37
62702ad81e89404ee7ae6214,62005d4f7222c33359c8fd37
62702ad81e89404ee7ae6215,62005d4f7222c33359c8fd37
62702ad81e89404ee7ae6216,62005d4f7222c33359c8fd37
62702ad81e89404ee7ae6217,62005d4f7222c33359c8fd37
62702ade1e89404ee7ae6223,62005d5a7222c33359c90c1f
62702ade1e89404ee7ae6222,62005d5a7222c33359c90c1f
62702ade1e89404ee7ae6224,62005d5a7222c33359c90c1f
62702ade1e89404ee7ae6226,62005d5a7222c33359c90c1f
62702ade1e89404ee7ae6229,62005d5a7222c33359c90c1f
62702ade1e89404ee7ae6228,62005d5a7222c33359c90c1f
62702ade1e89404ee7ae6225,62005d5a7222c33359c90c1f
62702ade1e89404ee7ae6227,62005d5a7222c33359c90c1f
62702ae41e89404ee7ae6235,62005d417222c33359c8eac9
62702ae41e89404ee7ae6234,62005d417222c33359c8eac9
62702ae41e89404ee7ae6237,62005d417222c33359c8eac9
62702ae41e89404ee7ae6236,62005d417222c33359c8eac9
62702ae41e89404ee7ae623a,62005d417222c33359c8eac9
62702ae41e89404ee7ae6238,62005d417222c33359c8eac9
62702ae41e89404ee7ae6239,62005d417222c33359c8eac9
62702ae41e89404ee7ae623b,62005d417222c33359c8eac9
62702ae91e89404ee7ae6246,62005d8f7222c33359c93a96
62702ae91e89404ee7ae6247,62005d8f7222c33359c93a96
62702ae91e89404ee7ae6248,62005d8f7222c33359c93a96
62702aef1e89404ee7ae624f,62005d417222c33359c8ed81
62702aef1e89404ee7ae624e,62005d417222c33359c8ed81
62702aef1e89404ee7ae6250,62005d417222c33359c8ed81
62702aef1e89404ee7ae6252,62005d417222c33359c8ed81
62702aef1e89404ee7ae6251,62005d417222c33359c8ed81
62702aef1e89404ee7ae6253,62005d417222c33359c8ed81
62702aef1e89404ee7ae6255,62005d417222c33359c8ed81
62702aef1e89404ee7ae6254,62005d417222c33359c8ed81
62702afa1e89404ee7ae6262,62005d617222c33359c919c1
62702aff1e89404ee7ae6266,6250e3b897c638400eff2430
62702b051e89404ee7ae626d,62269d61f0e4db86e732af71
62702b051e89404ee7ae626a,62269d61f0e4db86e732af71
62702b051e89404ee7ae626c,62269d61f0e4db86e732af71
62702b051e89404ee7ae626b,62269d61f0e4db86e732af71
62702b051e89404ee7ae626e,62269d61f0e4db86e732af71
62702b051e89404ee7ae626f,62269d61f0e4db86e732af71
62702b051e89404ee7ae6270,62269d61f0e4db86e732af71
62702b051e89404ee7ae6271,62269d61f0e4db86e732af71
62703f51c4ecd71a9ff67d83,62005d427222c33359c8efd8
62703f51c4ecd71a9ff67d80,62005d427222c33359c8efd8
62703f51c4ecd71a9ff67d81,62005d427222c33359c8efd8
62703f51c4ecd71a9ff67d7e,62005d427222c33359c8efd8
62703f51c4ecd71a9ff67d82,62005d427222c33359c8efd8
62703f51c4ecd71a9ff67d84,62005d427222c33359c8efd8
62703f51c4ecd71a9ff67d85,62005d427222c33359c8efd8
62703f51c4ecd71a9ff67d7f,62005d427222c33359c8efd8
62703f58c4ecd71a9ff67d91,6260682bcab72e4cbd80f532
62703f58c4ecd71a9ff67d90,6260682bcab72e4cbd80f532
62703f58c4ecd71a9ff67d92,6260682bcab72e4cbd80f532
62703f5ec4ecd71a9ff67d98,622845e80c2e10816b62d52d
62703f5ec4ecd71a9ff67d99,622845e80c2e10816b62d52d
62703f5ec4ecd71a9ff67d9b,622845e80c2e10816b62d52d
62703f5ec4ecd71a9ff67d9a,622845e80c2e10816b62d52d
62703f5ec4ecd71a9ff67d9c,622845e80c2e10816b62d52d
62703f5ec4ecd71a9ff67d9d,622845e80c2e10816b62d52d
62703f5ec4ecd71a9ff67d9e,622845e80c2e10816b62d52d
62703f5ec4ecd71a9ff67d9f,622845e80c2e10816b62d52d
62703f64c4ecd71a9ff67db1,62383ac6aa7572a76391d50f
62703f64c4ecd71a9ff67db0,62383ac6aa7572a76391d50f
62703f64c4ecd71a9ff67dad,62383ac6aa7572a76391d50f
62703f64c4ecd71a9ff67daf,62383ac6aa7572a76391d50f
62703f64c4ecd71a9ff67dab,62383ac6aa7572a76391d50f
62703f64c4ecd71a9ff67dae,62383ac6aa7572a76391d50f
62703f64c4ecd71a9ff67daa,62383ac6aa7572a76391d50f
62703f64c4ecd71a9ff67dac,62383ac6aa7572a76391d50f
62703f69c4ecd71a9ff67dc1,62005d407222c33359c8e9d9
62703f69c4ecd71a9ff67dc0,62005d407222c33359c8e9d9
62703f69c4ecd71a9ff67dbe,62005d407222c33359c8e9d9
62703f69c4ecd71a9ff67dc2,62005d407222c33359c8e9d9
62703f69c4ecd71a9ff67dbd,62005d407222c33359c8e9d9
62703f69c4ecd71a9ff67dc3,62005d407222c33359c8e9d9
62703f69c4ecd71a9ff67dbf,62005d407222c33359c8e9d9
62703f69c4ecd71a9ff67dbc,62005d407222c33359c8e9d9
62703f6fc4ecd71a9ff67dce,62005d557222c33359c90794
62703f6fc4ecd71a9ff67dcf,62005d557222c33359c90794
62703f75c4ecd71a9ff67dd4,626f23c6fd53923b1739c0fa
62703f7bc4ecd71a9ff67ddb,62005d477222c33359c8f628
62703f7bc4ecd71a9ff67dd9,62005d477222c33359c8f628
62703f7bc4ecd71a9ff67dd8,62005d477222c33359c8f628
62703f7bc4ecd71a9ff67dda,62005d477222c33359c8f628
62703f7bc4ecd71a9ff67ddd,62005d477222c33359c8f628
62703f7bc4ecd71a9ff67dde,62005d477222c33359c8f628
62703f7bc4ecd71a9ff67ddf,62005d477222c33359c8f628
62703f7bc4ecd71a9ff67ddc,62005d477222c33359c8f628
62703f81c4ecd71a9ff67ded,626629033bb129236427ae6b
62703f81c4ecd71a9ff67df0,626629033bb129236427ae6b
62703f81c4ecd71a9ff67dee,626629033bb129236427ae6b
62703f81c4ecd71a9ff67df1,626629033bb129236427ae6b
62703f81c4ecd71a9ff67dea,626629033bb129236427ae6b
62703f81c4ecd71a9ff67deb,626629033bb129236427ae6b
62703f81c4ecd71a9ff67def,626629033bb129236427ae6b
62703f81c4ecd71a9ff67dec,626629033bb129236427ae6b
62703f88c4ecd71a9ff67dfc,62676d8104bbd6e766962ae5
62703f88c4ecd71a9ff67dfd,62676d8104bbd6e766962ae5
62703f88c4ecd71a9ff67e01,62676d8104bbd6e766962ae5
62703f88c4ecd71a9ff67e00,62676d8104bbd6e766962ae5
62703f88c4ecd71a9ff67e03,62676d8104bbd6e766962ae5
62703f88c4ecd71a9ff67dff,62676d8104bbd6e766962ae5
62703f88c4ecd71a9ff67dfe,62676d8104bbd6e766962ae5
62703f88c4ecd71a9ff67e02,62676d8104bbd6e766962ae5
62703f8dc4ecd71a9ff67e0e,62005d507222c33359c8feee
62703f8dc4ecd71a9ff67e0f,62005d507222c33359c8feee
62703f93c4ecd71a9ff67e14,62005d817222c33359c93436
62703f93c4ecd71a9ff67e15,62005d817222c33359c93436
62703f93c4ecd71a9ff67e16,62005d817222c33359c93436
62703f9fc4ecd71a9ff67e1e,6217bf743e8e7f7628a6d79c
62703f9fc4ecd71a9ff67e20,6217bf743e8e7f7628a6d79c
62703f9fc4ecd71a9ff67e1f,6217bf743e8e7f7628a6d79c
62703f9fc4ecd71a9ff67e21,6217bf743e8e7f7628a6d79c
62703fa4c4ecd71a9ff67e2c,624dc046aa7572a76359d060
62703fa4c4ecd71a9ff67e29,624dc046aa7572a76359d060
62703fa4c4ecd71a9ff67e2a,624dc046aa7572a76359d060
62703fa4c4ecd71a9ff67e28,624dc046aa7572a76359d060
62703fa4c4ecd71a9ff67e2e,624dc046aa7572a76359d060
62703fa4c4ecd71a9ff67e2b,624dc046aa7572a76359d060
62703fa4c4ecd71a9ff67e2d,624dc046aa7572a76359d060
62703fa4c4ecd71a9ff67e2f,624dc046aa7572a76359d060
62703faac4ecd71a9ff67e3c,62005d6d7222c33359c9256b
62703faac4ecd71a9ff67e40,62005d6d7222c33359c9256b
62703faac4ecd71a9ff67e3b,62005d6d7222c33359c9256b
62703faac4ecd71a9ff67e3d,62005d6d7222c33359c9256b
62703faac4ecd71a9ff67e3a,62005d6d7222c33359c9256b
62703faac4ecd71a9ff67e3f,62005d6d7222c33359c9256b
62703faac4ecd71a9ff67e3e,62005d6d7222c33359c9256b
62703faac4ecd71a9ff67e41,62005d6d7222c33359c9256b
62703fb0c4ecd71a9ff67e4d,62005d417222c33359c8ec05
62703fb0c4ecd71a9ff67e50,62005d417222c33359c8ec05
62703fb0c4ecd71a9ff67e4f,62005d417222c33359c8ec05
62703fb0c4ecd71a9ff67e51,62005d417222c33359c8ec05
62703fb0c4ecd71a9ff67e4c,62005d417222c33359c8ec05
62703fb0c4ecd71a9ff67e4e,62005d417222c33359c8ec05
62703fb0c4ecd71a9ff67e53,62005d417222c33359c8ec05
62703fb0c4ecd71a9ff67e52,62005d417222c33359c8ec05
62703fb6c4ecd71a9ff67e5e,626908f9fd53923b1784c3f2
62703fb6c4ecd71a9ff67e5f,626908f9fd53923b1784c3f2
62703fb6c4ecd71a9ff67e60,626908f9fd53923b1784c3f2
62703fb6c4ecd71a9ff67e62,626908f9fd53923b1784c3f2
62703fb6c4ecd71a9ff67e65,626908f9fd53923b1784c3f2
62703fb6c4ecd71a9ff67e63,626908f9fd53923b1784c3f2
62703fb6c4ecd71a9ff67e64,626908f9fd53923b1784c3f2
62703fb6c4ecd71a9ff67e61,626908f9fd53923b1784c3f2
62703fbbc4ecd71a9ff67e70,621326533e8e7f762895c7ba
62703fbbc4ecd71a9ff67e72,621326533e8e7f762895c7ba
62703fbbc4ecd71a9ff67e71,621326533e8e7f762895c7ba
62703fbbc4ecd71a9ff67e76,621326533e8e7f762895c7ba
62703fbbc4ecd71a9ff67e73,621326533e8e7f762895c7ba
62703fbbc4ecd71a9ff67e74,621326533e8e7f762895c7ba
62703fbbc4ecd71a9ff67e75,621326533e8e7f762895c7ba
62703fbbc4ecd71a9ff67e77,621326533e8e7f762895c7ba
62703fc1c4ecd71a9ff67e87,62005d937222c33359c93d1f
62703fc1c4ecd71a9ff67e85,62005d937222c33359c93d1f
62703fc1c4ecd71a9ff67e89,62005d937222c33359c93d1f
62703fc1c4ecd71a9ff67e82,62005d937222c33359c93d1f
62703fc1c4ecd71a9ff67e86,62005d937222c33359c93d1f
62703fc1c4ecd71a9ff67e83,62005d937222c33359c93d1f
62703fc1c4ecd71a9ff67e88,62005d937222c33359c93d1f
62703fc1c4ecd71a9ff67e84,62005d937222c33359c93d1f
62703fc7c4ecd71a9ff67e94,622e3c9aaa7572a76307d998
62703fc7c4ecd71a9ff67e96,622e3c9aaa7572a76307d998
62703fc7c4ecd71a9ff67e95,622e3c9aaa7572a76307d998
62703fccc4ecd71a9ff67e9c,62005d407222c33359c8e92d
62703fccc4ecd71a9ff67e9e,62005d407222c33359c8e92d
62703fccc4ecd71a9ff67e9d,62005d407222c33359c8e92d
62703fccc4ecd71a9ff67ea2,62005d407222c33359c8e92d
62703fccc4ecd71a9ff67ea3,62005d407222c33359c8e92d
62703fccc4ecd71a9ff67ea0,62005d407222c33359c8e92d
62703fccc4ecd71a9ff67ea1,62005d407222c33359c8e92d
62703fccc4ecd71a9ff67e9f,62005d407222c33359c8e92d
62703fd2c4ecd71a9ff67eae,62005d417222c33359c8ea81
62703fd2c4ecd71a9ff67eb0,62005d417222c33359c8ea81
62703fd2c4ecd71a9ff67eaf,62005d417222c33359c8ea81
62703fd2c4ecd71a9ff67eb1,62005d417222c33359c8ea81
62703fd2c4ecd71a9ff67eb2,62005d417222c33359c8ea81
62703fd2c4ecd71a9ff67eb4,62005d417222c33359c8ea81
62703fd2c4ecd71a9ff67eb3,62005d417222c33359c8ea81
62703fd2c4ecd71a9ff67eb5,62005d417222c33359c8ea81
62703fd8c4ecd71a9ff67ec1,62005d417222c33359c8ea01
62703fd8c4ecd71a9ff67ec0,62005d417222c33359c8ea01
62703fd8c4ecd71a9ff67ec4,62005d417222c33359c8ea01
62703fd8c4ecd71a9ff67ec3,62005d417222c33359c8ea01
62703fd8c4ecd71a9ff67ec2,62005d417222c33359c8ea01
62703fd8c4ecd71a9ff67ec5,62005d417222c33359c8ea01
62703fd8c4ecd71a9ff67ec6,62005d417222c33359c8ea01
62703fd8c4ecd71a9ff67ec7,62005d417222c33359c8ea01
62703fddc4ecd71a9ff67ed6,62005d487222c33359c8f920
62703fddc4ecd71a9ff67ed3,62005d487222c33359c8f920
62703fddc4ecd71a9ff67ed2,62005d487222c33359c8f920
62703fddc4ecd71a9ff67ed4,62005d487222c33359c8f920
62703fddc4ecd71a9ff67ed5,62005d487222c33359c8f920
62703fddc4ecd71a9ff67ed7,62005d487222c33359c8f920
62703fddc4ecd71a9ff67ed9,62005d487222c33359c8f920
62703fddc4ecd71a9ff67ed8,62005d487222c33359c8f920
62703fe3c4ecd71a9ff67ee5,621b88943e8e7f7628487d3c
62703fe3c4ecd71a9ff67ee4,621b88943e8e7f7628487d3c
62703fe3c4ecd71a9ff67ee8,621b88943e8e7f7628487d3c
62703fe3c4ecd71a9ff67ee7,621b88943e8e7f7628487d3c
62703fe3c4ecd71a9ff67ee6,621b88943e8e7f7628487d3c
62703fe3c4ecd71a9ff67ee9,621b88943e8e7f7628487d3c
62703fe3c4ecd71a9ff67eea,621b88943e8e7f7628487d3c
62703fe3c4ecd71a9ff67eeb,621b88943e8e7f7628487d3c
62703fe8c4ecd71a9ff67ef9,62005d487222c33359c8f980
62703fe8c4ecd71a9ff67ef7,62005d487222c33359c8f980
62703fe8c4ecd71a9ff67ef6,62005d487222c33359c8f980
62703fe8c4ecd71a9ff67ef8,62005d487222c33359c8f980
62703fe8c4ecd71a9ff67efa,62005d487222c33359c8f980
62703fe8c4ecd71a9ff67efc,62005d487222c33359c8f980
62703fe8c4ecd71a9ff67efd,62005d487222c33359c8f980
62703fe8c4ecd71a9ff67efb,62005d487222c33359c8f980
62703feec4ecd71a9ff67f09,62005d4f7222c33359c8fd37
62703feec4ecd71a9ff67f08,62005d4f7222c33359c8fd37
62703feec4ecd71a9ff67f0b,62005d4f7222c33359c8fd37
62703feec4ecd71a9ff67f0a,62005d4f7222c33359c8fd37
62703feec4ecd71a9ff67f0f,62005d4f7222c33359c8fd37
62703feec4ecd71a9ff67f0d,62005d4f7222c33359c8fd37
62703feec4ecd71a9ff67f0c,62005d4f7222c33359c8fd37
62703feec4ecd71a9ff67f0e,62005d4f7222c33359c8fd37
62703ff4c4ecd71a9ff67f1b,62005d5a7222c33359c90c1f
62703ff4c4ecd71a9ff67f1a,62005d5a7222c33359c90c1f
62703ff4c4ecd71a9ff67f1c,62005d5a7222c33359c90c1f
62703ff4c4ecd71a9ff67f1d,62005d5a7222c33359c90c1f
62703ff4c4ecd71a9ff67f1f,62005d5a7222c33359c90c1f
62703ff4c4ecd71a9ff67f21,62005d5a7222c33359c90c1f
62703ff4c4ecd71a9ff67f20,62005d5a7222c33359c90c1f
62703ff4c4ecd71a9ff67f1e,62005d5a7222c33359c90c1f
62703ff9c4ecd71a9ff67f2c,62005d417222c33359c8eac9
62703ff9c4ecd71a9ff67f2d,62005d417222c33359c8eac9
62703ff9c4ecd71a9ff67f31,62005d417222c33359c8eac9
62703ff9c4ecd71a9ff67f2f,62005d417222c33359c8eac9
62703ff9c4ecd71a9ff67f30,62005d417222c33359c8eac9
62703ff9c4ecd71a9ff67f2e,62005d417222c33359c8eac9
62703ff9c4ecd71a9ff67f33,62005d417222c33359c8eac9
62703ff9c4ecd71a9ff67f32,62005d417222c33359c8eac9
62703fffc4ecd71a9ff67f3e,62005d8f7222c33359c93a96
62703fffc4ecd71a9ff67f40,62005d8f7222c33359c93a96
62703fffc4ecd71a9ff67f3f,62005d8f7222c33359c93a96
62704005c4ecd71a9ff67f4a,62005d417222c33359c8ed81
62704005c4ecd71a9ff67f47,62005d417222c33359c8ed81
62704005c4ecd71a9ff67f48,62005d417222c33359c8ed81
62704005c4ecd71a9ff67f49,62005d417222c33359c8ed81
62704005c4ecd71a9ff67f46,62005d417222c33359c8ed81
62704005c4ecd71a9ff67f4b,62005d417222c33359c8ed81
62704005c4ecd71a9ff67f4d,62005d417222c33359c8ed81
62704005c4ecd71a9ff67f4c,62005d417222c33359c8ed81
6270400fc4ecd71a9ff67f5a,62005d617222c33359c919c1
62704015c4ecd71a9ff67f5e,6250e3b897c638400eff2430
6270401ac4ecd71a9ff67f63,62269d61f0e4db86e732af71
6270401ac4ecd71a9ff67f62,62269d61f0e4db86e732af71
6270401ac4ecd71a9ff67f64,62269d61f0e4db86e732af71
6270401ac4ecd71a9ff67f65,62269d61f0e4db86e732af71
6270401ac4ecd71a9ff67f66,62269d61f0e4db86e732af71
6270401ac4ecd71a9ff67f69,62269d61f0e4db86e732af71
6270401ac4ecd71a9ff67f67,62269d61f0e4db86e732af71
6270401ac4ecd71a9ff67f68,62269d61f0e4db86e732af71
6270917ba5577b866d15e7ca,62005d417222c33359c8ebc8
62712942a5577b866d160888,6200b4f661cc10bab74224ca
62712942a5577b866d160887,6200b4f661cc10bab74224ca
